Name,Python (out of 3),Machine Learning (out of 3),Natural Language Processing (NLP) (out of 3),Deep Learning (out of 3),Other skills,"Are you available for 3 months, starting immediately, for a full-time work from home internship? ",Degree,Stream,Current Year Of Graduation,Performance_PG,Performance_UG,Performance_12,Performance_10
,3,3,2,3,"Deep Learning, Django, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Amazon Web Server (AWS), Computer Vision, Data Analytics, Data Science, JavaScript, MS SQL Server, MongoDB, Natural Language Processing (NLP), OpenCV, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Information Technology,2024,N/A,8.03/10,N/A,N/A
,2,1,0,0,"Git, MongoDB, Python, SQL, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),CSE AI&ML,2023,N/A,7.73/10,N/A,N/A
,3,2,0,0,"Data Analytics, MS-Excel, Python, Data Science, MS-Office, Machine Learning, MySQL, SQL, Java, Power BI, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Information Technology,2022,N/A,9.35/10,5.70/5.70,N/A
,0,0,0,0,"Content Writing, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2025,N/A,N/A,N/A,N/A
,2,2,0,0,"SQL, Data Analytics, Data Science, Data Structures, Machine Learning, Python, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,computer science,2024,N/A,8.91/10,9.47/9.47,9.63/9.63
,2,2,0,2,"C++ Programming, CSS, HTML, Java, Deep Learning, JavaScript, Machine Learning, Python, Tableau, Tailwind CSS, AJAX, MySQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.Tech,computer science,2024,3.43/4,N/A,N/A,78.00/78.00
,2,2,0,0,"Data Analytics, Data Science, Data Structures, MS-Excel, Machine Learning, MySQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Artificial Intelligence And Data Science,2024,N/A,8.93/10,78.20/78.20,81.00/81.00
,3,2,0,2,"Data Structures, MS-Excel, Power BI, Python, SQL, Tableau, Data Analytics, Data Science, Deep Learning, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Science & Engineering,2023,N/A,8.60/10,66.00/66.00,90.20/90.20
,2,3,3,3,"Algorithms, Data Analytics, Data Science, Data Structures, Deep Learning, MS-Excel, MS-Word, Machine Learning, Natural Language Processing (NLP), SQL, Neural Networks, Power BI, Python, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,8.25/10,N/A,N/A,N/A
,3,2,2,2,"Python, Artificial Intelligence, Data Analytics, Data Science, Deep Learning, Git, GitHub, Machine Learning, Natural Language Processing (NLP), Neural Networks, PostgreSQL, Power BI, SQL, Statistics, Tableau, Data Structures","Yes, I am available for 3 months starting immediately for a full-time internship.",Master Of Science,Organic Chemistry,2023,6.50/10,N/A,N/A,N/A
,2,0,0,0,"English Proficiency (Spoken), Hindi Proficiency (Spoken), Data Science, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Commerce (B.Com) (Hons.),Statistics,2022,N/A,N/A,N/A,N/A
,2,2,0,0,"C++ Programming, CSS, Data Structures, HTML, MongoDB, Node.js, ReactJS, Amazon Web Services (AWS), Artificial Intelligence, Data Analytics, Django, Git Bash, GitHub, Java, JavaScript, Machine Learning, Python, UI & UX Design","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,8.50/10,N/A,N/A
,3,2,0,2,"CSS, HTML, MySQL, Python, VS Code, C Programming, Data Analytics, Deep Learning, Git, JavaScript, Linux, Machine Learning, Node.js, Unix, User Interface (UI) Development","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,N/A,9.09/10,88.40/88.40,89.20/89.20
,2,3,3,2,"Machine Learning, Natural Language Processing (NLP), SQL, Algorithms, C++ Programming, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Deep Learning, MS-Excel, MySQL, Python, REST API, SQLite, Computer Vision","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Instrumentation and Control Engineering,2023,N/A,7.05/10,70.00/70.00,7.20/7.20
,2,2,2,2,"Computer Vision, English Proficiency (Spoken), English Proficiency (Written), MATLAB, MySQL, Neural Networks, PostgreSQL, SQL, VHDL, Amazon Web Services (AWS), Arduino, Artificial intelligence, C Programming, C++ Programming, Data Analytics, Data Science, Data Structures, Deep Learning, Flask, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, Statistical Modeling, Statistics, Verilog, Android, Internet of Things (IoT), R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2024,N/A,8.80/10,93.60/93.60,N/A
,1,1,1,1,"Business Analysis, Canva, Data Analytics, MS-Word, MySQL, SQL, Artificial Intelligence, CSS, English Proficiency (Spoken), English Proficiency (Written), HTML, Java, Linux, MS-Excel, MS-Office, Power BI, Tableau, Data Science, Deep Learning, Email Marketing, Jira, MS SQL Server, Machine Learning, Natural Language Processing (NLP), Product Management, Project Management, Python, R Programming, Research and Analytics, Rust, Social Media Marketing","Yes, I am available for 3 months starting immediately for a full-time internship.",B.E Computer Science and Engineering (Artificial Intelligence and machine Learning),,2024,N/A,N/A,93.33/93.33,N/A
,2,2,0,1,"AutoCAD, English Proficiency (Spoken), MS-Excel, Adobe Photoshop, British English, Content Writing, Data Analytics, Digital Marketing, English Proficiency (Written), Facebook Marketing, Instagram Marketing, MS-Office, MS-PowerPoint, MS-Word, Machine Learning, Power BI, Python, SQL, Sales, Social Media Marketing, WordPress, Business Analysis, Data Science, Data Structures, Deep Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Civil Engineering,2022,N/A,8.00/10,N/A,N/A
,2,0,0,0,"C Programming, C++ Programming, MS-Excel, MS-Office, Python, Teaching","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech (Hons.),Information Technology,2022,N/A,7.97/10,9.30/9.30,10.00/10.00
,3,1,0,0,"C Programming, English Proficiency (Spoken), Python, C++ Programming, CSS, English Proficiency (Written), HTML, Java, Artificial Intelligence, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Technology,2025,N/A,N/A,91.00/91.00,87.00/87.00
,2,2,0,0,"Adobe Photoshop, English Proficiency (Spoken), English Proficiency (Written), Hindi Proficiency (Written), MS-Word, Adobe After Effects, Adobe Illustrator, Adobe Premiere Pro, Artificial intelligence, C Programming, C++ Programming, CSS, CorelDRAW, Event Management, GitHub, HTML, Hindi Proficiency (Spoken), Instagram Marketing, MS-Excel, MS-Office, Machine Learning, Mathematics, Python, Video Editing, XML, Amazon Web Services (AWS), Blockchain, Django, Internet of Things (IoT), JavaScript, PHP, Proofreading, SCSS, Sass, WordPress","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),Programming And Data Science,2025,N/A,8.45/10,95.25/95.25,91.60/91.60
,2,2,0,1,"C++ Programming, C Programming, Computer Networking, Computer Networks, Data Analytics, Data Science, Data Structures, JavaScript, Machine Learning, Microsoft Visual Studio, Python, ReactJS, Artificial Intelligence, Deep Learning, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science,2024,N/A,N/A,8.00/8.00,10.00/10.00
,2,1,0,1,"Computer Vision, Image Processing, Python, Data Analytics, Deep Learning, GNU Octave, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electrical and Electronics Engineering,2026,9.04/10,N/A,10.00/10.00,N/A
,3,3,3,3,"C++ Programming, Computer Vision, Data Analytics, Deep Learning, English Proficiency (Spoken), GitHub, Hindi Proficiency (Spoken), MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, Natural Language Processing (NLP), Python, Stock Trading, Tableau, Artificial intelligence, Data Science, Data Structures, Django, English Proficiency (Written), MySQL, Neural Networks, PostgreSQL, Power BI, SQL, BIG DATA ANALYTICS, FastAPI, Flask, MS SQL Server, NoSQL","No, From 1st august.",B.Tech,Artificial Intelligence And Data Science,2024,N/A,9.25/10,86.70/86.70,93.40/93.40
,2,2,0,0,"Algorithms, Artificial Intelligence, Data Structures, MATLAB, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Mathematics and Computing,2023,N/A,N/A,N/A,N/A
,0,0,0,0,"Algorithms, C Programming, C++ Programming, Data Structures, VS Code, Video Editing, Video Making, AutoCAD, Business Analysis, Content Writing","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E) (Hons.),Computer Science & Engineering,2025,N/A,8.58/10,N/A,N/A
,2,2,1,1,"Android, CSS, HTML, Java, JavaScript, Machine Learning, MySQL, Python, SQL, Software Testing, Algorithms, Deep Learning, MATLAB, Natural Language Processing (NLP), Node.js, Power BI, ReactJS, Search Engine Optimization (SEO)","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Science (B.Sc),computer science,2023,N/A,N/A,9.23/9.23,9.54/9.54
,1,1,0,0,"Machine Learning, MongoDB, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Leather Technology,2017,N/A,N/A,N/A,N/A
,2,2,0,1,"Data Structures, Java, Machine Learning, Python, Deep Learning, OpenCV","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer  Science (Cloud Computing And AI In Association With IBM),2024,N/A,8.40/10,84.60/84.60,N/A
,2,3,3,2,"C++ Programming, Django, English Proficiency (Written), MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), SQL, CSS, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), HTML, Java, Neural Networks, Python, Tableau, Flask, JavaScript","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),computer science,2024,N/A,N/A,91.40/91.40,10.00/10.00
,2,1,1,0,"Python, Data Analytics, Data Science, Data Structures, Database Management System (DBMS), Flask, GitHub, Machine Learning, MySQL, Natural Language Processing (NLP), PostgreSQL, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),,2021,7.66/10,5.90/7,6.50/6.50,N/A
,0,0,0,0,"English Proficiency (Written), MS-Word, Mathematics, Adobe Photoshop Lightroom CC, MS-Excel, Power BI, Statistical Modeling, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.Sc),Data Science And Big Data Analytics,2023,8.67/10,7.79/10,80.40/80.40,88.60/88.60
,1,1,0,0,"Verilog, Machine Learning, Python, VHDL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Technology (M.Tech),Electronics and Communication,2021,N/A,8.26/10,50.00/50.00,73.20/73.20
,3,0,0,0,"C Programming, C++ Programming, Database Management System (DBMS), Express.js, HTML, Java, MySQL, Node.js, Python, Cloud Computing, JavaScript, NoSQL, ReactJS, React Native","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,computer science,2024,N/A,8.51/10,9.94/9.94,9.80/9.80
,2,2,0,0,"Data Structures, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2024,N/A,N/A,N/A,8.32/8.32
,0,0,0,0,"C Programming, CSS, HTML, JavaScript, PHP","Yes, I am available for 3 months starting immediately for a full-time internship.",Integrated B.E & M.Tech,Computational Science,2022,N/A,7.91/10,85.33/85.33,85.28/85.28
,2,0,0,0,"C Programming, C++ Programming, Content Writing, Creative Writing, English Proficiency (Written), Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2025,N/A,8.67/10,80.00/80.00,69.00/69.00
,2,2,0,1,"Bootstrap, Data Analytics, Flask, HTML, JavaScript, Linux, MS-Office, MS-PowerPoint, MS-Word, PostgreSQL, Research and Analytics, SQL, SQLite, CSS, Client Relationship, Data Science, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Machine Learning, Python, Database Management System (DBMS), Deep Learning, Social Media Marketing, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,0,0,0,"CSS, HTML, Adobe Photoshop, C Programming, English Proficiency (Spoken), English Proficiency (Written), JavaScript, MySQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,8.65/10,10.00/10.00,10.00/10.00
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,0,0,0,0,"SQL, XML","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Instrumentation and Control Engineering,2008,N/A,N/A,N/A,N/A
,2,2,0,0,"Data Science, JavaScript, Machine Learning, Python, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Engineering (M.E),Artificial Intelligence And Machine Learning,2024,N/A,9.16/10,N/A,N/A
,2,2,0,0,"Artificial Intelligence, CSS, Creative Writing, Data Analytics, Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), HTML, Hindi Proficiency (Spoken), Instagram Marketing, MS-Excel, Machine Learning, Python, SQL, French Proficiency (spoken), French Proficiency (written), Social Media Marketing","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Data Science,2024,N/A,N/A,N/A,N/A
,3,0,0,0,"Python, Amazon Web Services (AWS), Angular 2.0, C++ Programming, DevOps, Java, MEAN/MERN Stack, Node.js, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,computer science,2024,N/A,N/A,N/A,N/A
,2,2,0,0,"C Programming, C++ Programming, CSS, HTML, Java, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,N/A,N/A,N/A
,0,2,2,2,"Data Analytics, Deep Learning, MS-Excel, Machine Learning, Natural Language Processing (NLP), Power BI, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",,Data Science,2023,73.00/100,52.00/100,N/A,N/A
,0,0,0,0,"Adobe Premiere Pro, English Proficiency (Written), Transcription, Video Editing, English Proficiency (Spoken)","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Science (M.S.),Microbiology,2024,N/A,9.13/10,81.54/81.54,85.40/85.40
,3,3,0,2,"CSS, Data Structures, HTML, Machine Learning, Python, Data Science, Database Management System (DBMS), Deep Learning, Java, MySQL, Neural Networks, SQL, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2024,N/A,9.23/10,9.83/9.83,9.30/9.30
,2,2,0,2,"Deep Learning, HTML, Java, JavaScript, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Technology (M.Tech),Artificial Intelligence And Machine Learning,2023,N/A,N/A,N/A,N/A
,2,1,0,0,"CSS, HTML, Bootstrap, CorelDRAW, JavaScript, MS-Word, Python, Video Editing, Data Science, Machine Learning, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,N/A,N/A,N/A,85.00/85.00
,1,1,1,1,"Data Analytics, Data Science, Deep Learning, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Python, Statistics, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma,Data Science And Engineering,2023,N/A,N/A,N/A,N/A
,1,2,0,0,"Java, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,N/A,N/A,N/A
,2,2,2,0,"SQL, Data Analytics, MS-Excel, Machine Learning, Natural Language Processing (NLP), Python, SPSS","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,79.00/79.00,7.80/7.80
,2,0,0,0,"Computer Vision, CSS, HTML, Python, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2024,6.00/10,N/A,N/A,N/A
,2,2,0,0,"C++ Programming, Data Structures, Machine Learning, Python, UI & UX Design","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Electronics and Communication,2024,N/A,N/A,N/A,N/A
,2,0,0,0,"English Proficiency (Spoken), English Proficiency (Written), Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,N/A,N/A
,2,0,0,0,"Data Structures, Java, Python, OpenCV, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),,2023,N/A,N/A,N/A,9.60/9.60
,2,0,0,0,"Django, Git, HTML, Java, MySQL, Postman, Python, SQL, FastAPI, MongoDB, PostgreSQL, REST API","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science (AI &ML),2024,N/A,8.50/10,N/A,N/A
,3,2,0,0,"Python, Artificial Intelligence, CSS, Data Structures, Database Management System (DBMS), HTML, Java, JavaScript, MS-Excel, MS-PowerPoint, MS-Word, Machine Learning, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Computer Science,2023,N/A,8.00/10,9.67/9.67,9.80/9.80
,2,2,0,0,"C++ Programming, Data Analytics, MS-Excel, Machine Learning, MySQL, Node.js, Power BI, Python, ReactJS, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Mechanical Engineering,2024,N/A,N/A,N/A,N/A
,2,1,1,1,"HTML, Bootstrap, CSS, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), GitHub, Java, JavaScript, MS-Word, MySQL, Python, SQL, WordPress, jQuery, Android, Data Analytics, Data Science, Deep Learning, Django, Express.js, Git, LARAVEL, Machine Learning, MongoDB, Natural Language Processing (NLP), Neural Networks, Node.js, PHP, REST API, ReactJS, Search Engine Optimization (SEO), Unix","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2024,N/A,N/A,N/A,N/A
,1,0,0,0,"English Proficiency (Spoken), Creative Writing, English Proficiency (Written), Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2025,N/A,N/A,90.00/90.00,93.60/93.60
,2,3,2,2,"Machine Learning, Computer Vision, Deep Learning, Effective Communication, Natural Language Processing (NLP), Python, SQL, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Tech,Artificial Intelligence And MachineLearning,2024,N/A,N/A,N/A,N/A
,3,3,2,2,"Arduino, Data Analytics, Jira, MS-Excel, Machine Learning, Mathematics, MySQL, PostgreSQL, Power BI, Project Management, Python, SQL, Tableau, Data Science, Deep Learning, Natural Language Processing (NLP), OpenCV, Teaching, C++ Programming, Raspberry Pi","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),,2017,N/A,73.00/100,N/A,N/A
,3,0,0,0,"Data Analytics, Python, SQL, Business Analysis, Business Research, Data Science, Data Structures, Database Management System (DBMS), Effective Communication, English Proficiency (Spoken), English Proficiency (Written), HTML, MS-Excel, MS-Office, MS-PowerPoint, MS-Word, Market Research, Marketing Strategies , Node.js, R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Business Administration (B.B.A.),Analytics And Big Data,2024,N/A,N/A,N/A,N/A
,1,1,0,0,"Java, Kotlin, Machine Learning, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Science & Engineering,2024,N/A,N/A,N/A,N/A
,2,2,0,2,"English Proficiency (Spoken), English Proficiency (Written), Algorithms, C++ Programming, CSS, Creative Writing, Data Science, Data Structures, Deep Learning, Email Marketing, GitHub, Google Analytics, HTML, Machine Learning, Neural Networks, Python, Research and Analytics, SQL, Statistical Modeling, Tableau, Blogging, Computer Vision, Data Analytics, Flutter, Java, JavaScript, MS SQL Server, MS-Excel, Power BI","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2023,N/A,8.50/10,N/A,N/A
,3,0,0,0,"Python, Adobe Photoshop, C Programming, C++ Programming, C#, JavaScript, UI & UX Design","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Science & Engineering,2025,N/A,95.00/100,94.40/94.40,94.40/94.40
,2,1,0,0,"Canva, Digital Marketing, Email Marketing, HTML, MS SQL Server, MS-Excel, MS-Office, Python, SQL, Content Writing, Machine Learning","Yes, I am available for 3 months starting immediately for a full-time internship.",MBA,,2021,N/A,N/A,N/A,N/A
,2,2,2,0,"Data Science, Machine Learning, Natural Language Processing (NLP), Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Technology (B.Tech),Information Technology,2018,N/A,72.00/100,N/A,N/A
,1,0,0,0,"Data Science, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Computer Application,2023,8.00/8,N/A,N/A,N/A
,2,1,0,1,"C Programming, C++ Programming, Data Science, Data Structures, MS-Excel, Python, Statistics, CSS, Data Analytics, Deep Learning, HTML, Internet of Things (IoT), JavaScript, Machine Learning, Neural Networks, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Artificial Intelligence And Data Science,2025,N/A,N/A,N/A,N/A
,2,0,0,0,"Data Analytics, Content Writing, Email Marketing, Python, Social Media Marketing, Digital Marketing","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),Data Science,2023,N/A,N/A,7.00/7.00,N/A
,1,0,0,0,"MS-Excel, SQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2022,N/A,N/A,N/A,N/A
,2,1,1,0,"C Programming, C++ Programming, Data Structures, English Proficiency (Spoken), English Proficiency (Written), Java, Python, Data Analytics, Machine Learning, MySQL, Natural Language Processing (NLP), Spring MVC","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Computer Application,2024,8.40/10,8.00/10,N/A,N/A
,1,1,0,0,"Data Analytics, MS-Excel, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",,Data Analytics,2023,N/A,N/A,N/A,N/A
,3,2,0,3,"Data Structures, Deep Learning, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MySQL, Neural Networks, Python, SQL, Artificial Intelligence, Computer Vision, Data Analytics, Data Science, Database Management System (DBMS), Machine Learning, PostgreSQL, R Programming","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Advanced Computer Science,2025,N/A,N/A,N/A,N/A
,0,0,0,0,"Amazon Web Server (AWS), C++ Programming, Computer Networking, Java, MySQL, Shell Scripting","Yes, I am available for 3 months starting immediately for a full-time internship.",Master of Computer Applications (MCA),Computer Application,2024,7.00/7,6.50/7,N/A,N/A
,2,2,0,0,"Data Science, Machine Learning, MySQL, Python","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Sc. Management,Data Science And Business Analysis,2023,80.00/100,7.00/10,83.30/83.30,90.00/90.00
,3,2,2,1,"Computer Vision, Data Science, English Proficiency (Spoken), English Proficiency (Written), Python, C++ Programming, Data Analytics, Data Structures, Django, Flask, Image Processing, JavaScript, MS-Excel, Machine Learning, MySQL, Natural Language Processing (NLP), Node.js, OpenCV, R Programming, Research and Analytics, SQL, ArcGIS, CSS, Deep Learning, HTML, Java, Neural Networks, Power BI, ReactJS","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Artificial Intelligence And Data Science,2024,N/A,N/A,88.00/88.00,N/A
,2,0,2,2,"English Proficiency (Written), C Programming, Data Structures, Database Management System (DBMS), Deep Learning, English Proficiency (Spoken), HTML, MS-Excel, MS-Office, Mathematics, Natural Language Processing (NLP), Python, SQL, Statistical Modeling, CSS, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,,2025,N/A,N/A,N/A,N/A
,1,1,0,0,"HTML, MS-Office, CSS, Data Analytics, Data Science, Django, Machine Learning, Python, SQL","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2023,N/A,N/A,N/A,N/A
,0,1,1,1,"Data Science, Deep Learning, Machine Learning, Natural Language Processing (NLP)","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Mechanical,2019,7.91/10,N/A,N/A,N/A
,1,0,0,0,"Adobe Illustrator, Adobe Indesign, Adobe Photoshop, Biology, CSS, Canva, Chemistry, Database Management System (DBMS), HTML, MS-Excel, MS-Office, MS-PowerPoint, Mathematics, Physics, Tamil Proficiency (Spoken), Accounting, Data Analytics, Java, JavaScript, Python, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),,2023,N/A,N/A,N/A,N/A
,0,0,0,0,,"Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Information Technology,2023,N/A,N/A,N/A,N/A
,0,0,0,0,"Algorithms, Canva, Java, MS-Office, MySQL, Statistics","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Computer Applications (BCA),Computer Science,2023,N/A,N/A,N/A,N/A
,2,2,2,0,"BIG DATA ANALYTICS, Data Analytics, Database Management System (DBMS), Internet of Things (IoT), MS-Excel, MS-Office, Machine Learning, MySQL, Natural Language Processing (NLP), Power BI, Python, Computer Vision, OpenCV, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",Post Graduate Diploma,Data Science,2019,5.60/10,65.00/100,N/A,89.00/89.00
,2,2,2,0,"English Proficiency (Written), Data Analytics, Data Structures, English Proficiency (Spoken), Java, MS-Excel, Machine Learning, Manual Testing, MySQL, Natural Language Processing (NLP), Python, Search Engine Optimization (SEO), CCNA","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Engineering,2022,N/A,8.36/10,7.00/7.00,7.00/7.00
,2,0,0,0,"C Programming, Java, Python, JavaScript","Yes, I am available for 3 months starting immediately for a full-time internship.",Bachelor of Engineering (B.E),Computer Science & Engineering,2023,N/A,N/A,N/A,N/A
,0,2,0,0,"Ethical Hacking, Android, C Programming, C++ Programming, CSS, HTML, Java, Kotlin, Linux, Machine Learning, Power BI, Data Science, JavaScript","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science,2024,9.59/10,N/A,95.00/95.00,9.20/9.20
,2,2,0,0,"MS-PowerPoint, Creative Writing, Data Analytics, Data Science, Database Management System (DBMS), English Proficiency (Spoken), Machine Learning, MySQL, Neural Networks, Power BI, Python, Sketching, Statistical Modeling","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Computer Science & Technology,2025,N/A,N/A,N/A,N/A
,2,0,0,0,"HTML, CSS, JavaScript, Python, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",B.Tech,Information Technology,2023,N/A,N/A,N/A,N/A
,2,2,0,2,"English Proficiency (Written), Algorithms, Artificial intelligence, Computer Vision, Creative Writing, Data Analytics, Data Science, Data Structures, Deep Learning, English Proficiency (Spoken), Google Analytics, JavaScript, MS-Excel, MS-Office, Machine Learning, MySQL, PostgreSQL, Power BI, Python, SQL, Tableau","Yes, I am available for 3 months starting immediately for a full-time internship.",,Certification  IN AI AND ML,2021,N/A,5.00/7,N/A,N/A
,3,2,2,0,"Data Science, MS-Excel, Power BI, Python, Database Management System (DBMS), Machine Learning, MySQL, Natural Language Processing (NLP), R Programming, SQL, Tableau, Java","Yes, I am available for 3 months starting immediately for a full-time internship.",M.Sc. in Data Science,,2023,N/A,N/A,N/A,N/A
